epoch,stage,clean_weight,noisy_weight,clean_prob,noisy_prob
78,C3_anneal,1.000000,0.857555,0.538342,0.461658
79,C3_anneal,1.000000,0.841277,0.543101,0.456899
80,C3_anneal,1.000000,0.824291,0.548158,0.451842
81,C3_anneal,1.000000,0.806633,0.553516,0.446484
82,C3_anneal,1.000000,0.788340,0.559178,0.440822
83,C3_anneal,1.000000,0.769449,0.565148,0.434852
84,C3_anneal,1.000000,0.750000,0.571429,0.428571
85,C3_anneal,1.000000,0.730033,0.578024,0.421976
86,C3_anneal,1.000000,0.709588,0.584936,0.415064
87,C3_anneal,1.000000,0.688710,0.592168,0.407832
88,C3_anneal,1.000000,0.667440,0.599722,0.400278
89,C3_anneal,1.000000,0.645823,0.607599,0.392401
90,C3_anneal,1.000000,0.623904,0.615800,0.384200
91,C3_anneal,1.000000,0.601728,0.624326,0.375674
92,C3_anneal,1.000000,0.579341,0.633175,0.366825
93,C3_anneal,1.000000,0.556790,0.642347,0.357653
94,C3_anneal,1.000000,0.534121,0.651839,0.348161
95,C3_anneal,1.000000,0.511382,0.661646,0.338354
96,C3_anneal,1.000000,0.488618,0.671764,0.328236
97,C3_anneal,1.000000,0.465879,0.682185,0.317815
98,C3_anneal,1.000000,0.443210,0.692900,0.307100
99,C3_anneal,1.000000,0.420659,0.703899,0.296101
100,C3_anneal,1.000000,0.398272,0.715168,0.284832
101,C3_anneal,1.000000,0.376096,0.726693,0.273307
102,C3_anneal,1.000000,0.354177,0.738456,0.261544
103,C3_anneal,1.000000,0.332560,0.750435,0.249565
104,C3_anneal,1.000000,0.311290,0.762608,0.237392
105,C3_anneal,1.000000,0.290412,0.774946,0.225054
106,C3_anneal,1.000000,0.269967,0.787422,0.212578
107,C3_anneal,1.000000,0.250000,0.800000,0.200000
108,C3_anneal,1.000000,0.230551,0.812644,0.187356
109,C3_anneal,1.000000,0.211660,0.825314,0.174686
110,C3_anneal,1.000000,0.193367,0.837965,0.162035
111,C3_anneal,1.000000,0.175709,0.850551,0.149449
112,C3_anneal,1.000000,0.158723,0.863019,0.136981
113,C3_anneal,1.000000,0.142445,0.875315,0.124685
114,C3_anneal,1.000000,0.126908,0.887384,0.112616
115,C3_anneal,1.000000,0.112144,0.899164,0.100836
116,C3_anneal,1.000000,0.098184,0.910594,0.089406
117,C3_anneal,1.000000,0.085057,0.921610,0.078390
118,C3_anneal,1.000000,0.072790,0.932149,0.067851
119,C3_anneal,1.000000,0.061409,0.942144,0.057856
120,C3_anneal,1.000000,0.050936,0.951533,0.048467
121,C3_anneal,1.000000,0.041394,0.960251,0.039749
122,C3_anneal,1.000000,0.032803,0.968239,0.031761
123,C3_anneal,1.000000,0.025180,0.975438,0.024562
124,C3_anneal,1.000000,0.018541,0.981796,0.018204
125,C3_anneal,1.000000,0.012900,0.987264,0.012736
126,C3_anneal,1.000000,0.008269,0.991799,0.008201
127,C3_anneal,1.000000,0.004657,0.995365,0.004635
128,C3_anneal,1.000000,0.002072,0.997933,0.002067
129,C3_anneal,1.000000,0.000518,0.999482,0.000518
130,C3_anneal,1.000000,0.000000,1.000000,0.000000
131,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
132,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
133,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
134,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
135,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
136,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
137,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
138,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
139,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
140,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
141,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
142,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
143,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
144,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
145,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
146,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
147,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
148,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
149,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
150,C3_reliable_0p3,1.000000,0.000000,1.000000,0.000000
