epoch,stage,clean_count,noisy_count,unvalue_count,clean_prob,noisy_prob,unvalue_prob
41,box_introduction,4,3,1,0.500000,0.375000,0.125000
42,box_introduction,4,3,1,0.500000,0.375000,0.125000
43,box_introduction,4,3,1,0.500000,0.375000,0.125000
44,box_introduction,4,3,1,0.500000,0.375000,0.125000
45,box_introduction,4,3,1,0.500000,0.375000,0.125000
46,box_introduction,4,3,1,0.500000,0.375000,0.125000
47,box_introduction,4,3,1,0.500000,0.375000,0.125000
48,box_introduction,4,3,1,0.500000,0.375000,0.125000
49,box_introduction,4,3,1,0.500000,0.375000,0.125000
50,box_introduction,4,3,1,0.500000,0.375000,0.125000
51,box_introduction,4,3,1,0.500000,0.375000,0.125000
52,box_introduction,4,3,1,0.500000,0.375000,0.125000
53,box_introduction,4,3,1,0.500000,0.375000,0.125000
54,box_introduction,4,3,1,0.500000,0.375000,0.125000
55,box_introduction,4,3,1,0.500000,0.375000,0.125000
56,box_introduction,4,3,1,0.500000,0.375000,0.125000
57,box_introduction,4,3,1,0.500000,0.375000,0.125000
58,box_introduction,4,3,1,0.500000,0.375000,0.125000
59,box_introduction,4,3,1,0.500000,0.375000,0.125000
60,box_introduction,4,3,1,0.500000,0.375000,0.125000
61,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
62,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
63,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
64,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
65,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
66,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
67,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
68,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
69,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
70,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
71,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
72,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
73,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
74,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
75,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
76,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
77,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
78,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
79,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
80,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
81,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
82,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
83,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
84,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
85,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
86,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
87,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
88,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
89,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
90,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
91,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
92,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
93,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
94,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
95,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
96,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
97,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
98,teacher_recovery,3,3,2,0.375000,0.375000,0.250000
